popID,indivID,PC1,PC2,PC3
Africa,HGDP00920,472.225,-238.57,-11.639
Africa,HGDP00924,471.821,-235.479,-12.8953
Africa,HGDP00925,466.741,-233.761,-14.9931
Africa,HGDP00926,471.508,-235.237,-4.84754
Africa,HGDP00927,473.063,-235.656,-14.9806
Africa,HGDP00928,469.546,-235.418,-15.205
Africa,HGDP00929,467.369,-235.698,-15.9627
Africa,HGDP00930,466.667,-233.47,-15.0393
Africa,HGDP00931,468.982,-235.169,-12.56
Africa,HGDP00932,471.018,-238.283,-10.7039
Africa,HGDP00933,472.504,-238.79,-10.7425
Africa,HGDP00934,467.358,-233.106,-11.1716
Africa,HGDP00935,473.248,-236.457,-13.0459
Africa,HGDP00936,473.21,-238.11,-8.67062
Africa,HGDP00937,471.815,-235.192,-13.1996
Africa,HGDP00938,470.561,-234.668,-17.4187
Africa,HGDP00939,468.744,-232.851,-11.5856
Africa,HGDP00940,474.154,-237.68,-11.544
Africa,HGDP00941,469.45,-235.522,-18.038
Africa,HGDP00942,470.361,-238.09,-13.586
Africa,HGDP00943,469.284,-235.188,-10.9281
East Asia,HGDP00945,-177.982,-134.023,35.0132
East Asia,HGDP00946,-175.047,-135.78,39.2379
East Asia,HGDP00947,-170.568,-123.766,33.5798
East Asia,HGDP00948,-165.322,-112.963,32.0286
East Asia,HGDP00949,-132.979,-53.8769,21.1489
East Asia,HGDP00950,-161.058,-106.125,33.1466
East Asia,HGDP00951,-178.689,-136.278,31.6178
East Asia,HGDP00952,-176.936,-130.247,34.5261
East Asia,HGDP00954,-177.616,-135.434,35.5498
East Asia,HGDP00955,-177.017,-135.469,36.0107
East Asia,HGDP00956,-176.004,-139.12,38.2174
East Asia,HGDP00957,-180.498,-142.897,38.4531
East Asia,HGDP00958,-165.05,-117.662,35.6149
East Asia,HGDP00959,-193.822,-169.143,28.6741
East Asia,HGDP00960,-182.151,-137.582,34.5338
East Asia,HGDP00961,-175.829,-134.153,39.2478
East Asia,HGDP00962,-179.27,-140.46,32.914
East Asia,HGDP00963,-177.667,-139.032,34.7987
East Asia,HGDP00964,-171.386,-130.629,33.8862
East Asia,HGDP00966,-170.071,-117.806,33.7223
East Asia,HGDP00967,-176.4,-135.104,32.429
East Asia,HGDP00968,-166.163,-116.83,27.2935
East Asia,HGDP00969,-147.336,-80.706,26.616
America,HGDP00970,-199.109,-136.665,-355.552
East Asia,HGDP00971,-201.63,-186.06,93.0322
East Asia,HGDP00972,-206.583,-191.708,88.985
East Asia,HGDP00973,-203.769,-195.953,90.1957
East Asia,HGDP00974,-197.349,-188.186,89.3545
East Asia,HGDP00975,-199.468,-191.08,92.8253
East Asia,HGDP00976,-204.621,-190.873,87.8544
East Asia,HGDP00977,-203.589,-192.436,90.6639
Africa,HGDP00982,487.509,-259.05,-16.2149
Africa,HGDP00984,487.571,-261.789,-19.7094
Africa,HGDP00985,496.693,-259.22,-19.4671
Africa,HGDP00986,493.47,-257.837,-15.8831
Africa,HGDP00991,464.064,-239.56,-14.3086
Africa,HGDP00992,459.633,-238.599,-14.9992
Africa,HGDP00993,471.388,-239.275,-15.2605
Africa,HGDP00994,469.698,-238.352,-10.8546
America,HGDP00995,-212.893,-142.079,-409.041
America,HGDP00998,-210.817,-141.986,-411.156
America,HGDP00999,-211.954,-142.983,-415.433
America,HGDP01001,-210.715,-137.587,-409.498
America,HGDP01003,-212.379,-143.572,-398.671
America,HGDP01006,-214.58,-138.832,-411.304
America,HGDP01010,-212.916,-142.438,-408.281
America,HGDP01012,-209.243,-139.575,-416.792
America,HGDP01013,-211.72,-145.463,-410.768
America,HGDP01014,-209.17,-139.35,-409.409
America,HGDP01015,-210.989,-140.747,-415.546
America,HGDP01018,-214.733,-145.138,-400.783
America,HGDP01019,-214.95,-143.968,-420.322
East Asia,HGDP01021,-205.841,-192.96,94.0691
East Asia,HGDP01023,-199.933,-187.778,88.0004
Oceania,HGDP01027,-88.5787,-111.792,111.101
Africa,HGDP01028,463.494,-233.181,-8.75679
Africa,HGDP01029,463.47,-241.412,-13.6394
Africa,HGDP01030,471.209,-243.152,-10.9736
Africa,HGDP01031,465.343,-234.33,-12.9002
Africa,HGDP01032,462.13,-239.068,-14.3863
Africa,HGDP01033,467.534,-235.27,-12.7221
Africa,HGDP01034,462.696,-231.944,-12.1045
Africa,HGDP01035,469.055,-232.5,-14.2606
Africa,HGDP01036,463.495,-239.822,-13.9495
America,HGDP01037,-193.106,-124.258,-329.088
America,HGDP01041,-198.783,-132.873,-344.291
America,HGDP01043,-203.656,-133.73,-348.41
America,HGDP01044,-203.501,-134.422,-345.498
America,HGDP01047,-198.602,-134.222,-335.554
America,HGDP01050,-191.338,-118.245,-335.933
America,HGDP01051,-191.601,-123.323,-325.288
America,HGDP01053,-202.383,-134.542,-341.494
America,HGDP01055,-184.594,-118.188,-323.424
America,HGDP01056,-201.372,-138.017,-355.125
America,HGDP01057,-198.5,-132.021,-337.52
America,HGDP01058,-184.691,-112.333,-321.366
America,HGDP01059,-194.835,-122.551,-325.921
America,HGDP01060,-188.945,-119.418,-321.55
Europe,HGDP01062,34.0835,215.771,10.6258
Europe,HGDP01063,31.9655,216.991,7.09896
Europe,HGDP01064,31.7159,217.74,8.2579
Europe,HGDP01065,31.9931,218.372,10.7056
Europe,HGDP01066,37.4457,217.556,10.9552
Europe,HGDP01067,27.8849,214.415,7.46807
Europe,HGDP01068,32.7296,216.767,12.333
Europe,HGDP01069,28.013,215.796,8.30025
Europe,HGDP01071,33.4493,209.062,12.8776
Europe,HGDP01072,29.764,215.621,8.44263
Europe,HGDP01073,32.4675,216.558,6.93686
Europe,HGDP01074,30.9806,218.011,11.8843
Europe,HGDP01075,32.9024,219.061,12.0001
Europe,HGDP01076,35.7133,216.254,4.59214
Europe,HGDP01077,30.1167,219.728,9.82204
Europe,HGDP01078,28.1294,217.5,10.7132
Europe,HGDP01079,29.4616,215.204,10.2343
Africa,HGDP01081,490.365,-258.574,-19.2786
Africa,HGDP01086,486.267,-252.889,-14.7561
Africa,HGDP01090,489.352,-257.574,-19.6102
Africa,HGDP01094,487.118,-252.3,-18.2369
East Asia,HGDP01095,-200.903,-191.377,89.464
East Asia,HGDP01096,-201.219,-190.394,86.2721
East Asia,HGDP01097,-198.887,-188.717,93.254
East Asia,HGDP01098,-200.281,-187.945,91.6592
East Asia,HGDP01099,-200.163,-188.612,86.2524
East Asia,HGDP01100,-197.013,-189.532,89.979
East Asia,HGDP01101,-199.413,-189.329,92.0292
East Asia,HGDP01102,-198.88,-196.2,89.7593
East Asia,HGDP01103,-201.739,-190.616,88.99
East Asia,HGDP01104,-203.813,-187.677,92.3042
Europe,HGDP01147,21.3641,208.739,-3.38566
Europe,HGDP01152,21.564,205.898,-1.37784
Europe,HGDP01153,19.671,205.56,2.20931
Europe,HGDP01155,22.9082,204.039,-2.52435
Europe,HGDP01156,20.5908,206.415,2.61832
Europe,HGDP01157,20.0915,203.71,-0.817067
Europe,HGDP01162,26.2673,200.672,3.30244
Europe,HGDP01163,21.9115,200.917,0.746036
Europe,HGDP01164,24.0663,206.002,3.89335
Europe,HGDP01166,23.1576,202.956,1.89882
Europe,HGDP01167,19.0558,193.688,-1.52404
Europe,HGDP01168,19.3286,201.192,-3.28363
Europe,HGDP01169,21.2433,204.821,3.0001
Europe,HGDP01171,17.7756,204.939,-0.575898
Europe,HGDP01172,19.7376,205.734,-0.969551
Europe,HGDP01173,17.4185,206.469,2.74247
Europe,HGDP01174,23.2277,207.408,-0.945674
Europe,HGDP01177,17.0833,204.798,1.51813
East Asia,HGDP01179,-193.376,-182.149,83.5217
East Asia,HGDP01180,-197.311,-185.937,81.5737
East Asia,HGDP01181,-194.197,-180.927,82.2909
East Asia,HGDP01182,-189.429,-177.45,80.3096
East Asia,HGDP01183,-189.058,-183.207,80.4642
East Asia,HGDP01184,-193.233,-176.347,78.3785
East Asia,HGDP01185,-196.314,-179.497,85.4645
East Asia,HGDP01186,-191.416,-182.65,84.0291
East Asia,HGDP01187,-199.508,-189.958,90.4871
East Asia,HGDP01188,-194.431,-182.927,84.2817
East Asia,HGDP01189,-198.032,-186.357,92.7372
East Asia,HGDP01190,-197.073,-188.21,91.7404
East Asia,HGDP01191,-200.1,-189.238,91.3768
East Asia,HGDP01192,-202.105,-192.722,92.5731
East Asia,HGDP01193,-198.726,-190.61,92.4989
East Asia,HGDP01194,-198.518,-188.446,91.7029
East Asia,HGDP01195,-200.981,-187.704,87.2772
East Asia,HGDP01196,-200.166,-191.233,92.3518
East Asia,HGDP01197,-199.544,-189.103,95.1902
East Asia,HGDP01198,-201.72,-187.985,90.1848
Africa,HGDP01199,460.344,-229.346,-11.3577
Africa,HGDP01200,461.91,-228.835,-15.9991
Africa,HGDP01201,463.838,-230.798,-11.719
Africa,HGDP01202,460.704,-229.981,-11.155
East Asia,HGDP01203,-198.084,-173.39,50.335
East Asia,HGDP01204,-193.757,-176.626,71.0289
East Asia,HGDP01205,-193.297,-169.545,60.5675
East Asia,HGDP01206,-194.221,-167.205,48.9379
East Asia,HGDP01207,-193.127,-164.551,54.89
East Asia,HGDP01208,-198.634,-174.141,56.5425
East Asia,HGDP01209,-198.706,-168.395,56.4991
East Asia,HGDP01211,-195.542,-168.494,40.9506
East Asia,HGDP01212,-191.737,-164.541,63.3614
East Asia,HGDP01213,-196.565,-172.142,66.2425
East Asia,HGDP01214,-189.462,-161.144,62.4783
East Asia,HGDP01215,-190.73,-167.512,67.8493
East Asia,HGDP01216,-190.982,-169.424,60.3231
East Asia,HGDP01217,-193.164,-163.851,67.9906
East Asia,HGDP01218,-191.093,-173.619,66.6019
East Asia,HGDP01220,-195.039,-173.523,61.1789
East Asia,HGDP01221,-194.847,-173.574,62.9456
East Asia,HGDP01222,-193.739,-170.516,66.7868
East Asia,HGDP01223,-190.695,-166.05,66.9069
East Asia,HGDP01224,-192.911,-169.861,70.2072
East Asia,HGDP01225,-195.231,-169.402,74.1746
East Asia,HGDP01226,-173.683,-131.255,46.2164
East Asia,HGDP01227,-187.409,-160.284,70.2937
East Asia,HGDP01228,-190.507,-165.353,65.0478
East Asia,HGDP01229,-174.427,-134.054,46.4531
East Asia,HGDP01230,-179.795,-139.428,47.4674
East Asia,HGDP01231,-192.503,-173.404,73.9289
East Asia,HGDP01232,-187.69,-170.841,68.636
East Asia,HGDP01235,-197.163,-180.185,69.5609
East Asia,HGDP01234,-194.851,-173.408,59.2532
East Asia,HGDP01236,-200.812,-183.683,67.5558
East Asia,HGDP01237,-198.328,-178.766,53.7416
East Asia,HGDP01238,-194.498,-167.826,67.4706
East Asia,HGDP01239,-196.657,-173.502,65.981
East Asia,HGDP01240,-195.92,-176.454,53.4966
East Asia,HGDP01241,-196.27,-176.145,68.2444
East Asia,HGDP01242,-197.266,-177.776,63.6303
East Asia,HGDP01243,-153.305,-101.923,54.2222
East Asia,HGDP01244,-191.403,-171.137,73.1167
East Asia,HGDP01245,-196.869,-175.264,72.066
East Asia,HGDP01246,-195.198,-177.948,71.0046
East Asia,HGDP01247,-176.244,-141.525,66.1161
East Asia,HGDP01248,-185.054,-160.034,69.8867
East Asia,HGDP01249,-194.156,-170.528,69.6937
East Asia,HGDP01250,-187.929,-165.327,70.4657
East Asia,HGDP01251,-197.274,-176.298,72.4655
Middle East,HGDP01253,134.352,111.741,8.08702
Middle East,HGDP01254,127.099,112.431,14.384
Middle East,HGDP01255,119.225,119.02,2.94092
Middle East,HGDP01256,140.153,105.401,9.47939
Middle East,HGDP01257,151.223,96.9624,9.66141
Middle East,HGDP01258,126.056,114.726,9.5284
Middle East,HGDP01259,138.524,95.7525,12.1375
Middle East,HGDP01260,144.718,97.9392,10.7091
Middle East,HGDP01261,194.193,37.5944,4.07843
Middle East,HGDP01262,134.037,101.338,9.69942
Middle East,HGDP01263,109.093,128.395,11.5472
Middle East,HGDP01264,125.217,115.163,6.71158
Middle East,HGDP01265,132.803,112.096,6.63718
Middle East,HGDP01266,131.702,109.009,10.4762
Middle East,HGDP01267,130.935,109.783,15.5979
Middle East,HGDP01268,135.849,109.862,10.6876
Middle East,HGDP01269,135.073,108.034,3.43041
Middle East,HGDP01272,125.3,116.202,11.3123
Middle East,HGDP01273,122.57,111.092,4.71299
Middle East,HGDP01274,160.813,78.744,7.59956
Middle East,HGDP01275,129.908,115.564,9.05415
Middle East,HGDP01276,143.292,101.709,6.94186
Middle East,HGDP01277,133.353,106.032,12.07
Middle East,HGDP01278,127.74,113.16,7.09169
Middle East,HGDP01279,132.625,109.721,10.1359
Middle East,HGDP01280,131.418,115.319,9.14959
Middle East,HGDP01282,122.142,119.191,11.2256
Africa,HGDP01283,456.694,-220.748,-14.3537
Africa,HGDP01284,464.34,-231.754,-12.2537
Africa,HGDP01285,462.559,-224.676,-12.4151
Africa,HGDP01286,461.678,-224.345,-12.075
East Asia,HGDP01287,-194.486,-181.73,79.2456
East Asia,HGDP01288,-197.835,-178.738,79.1218
East Asia,HGDP01289,-202.508,-179.373,80.1214
East Asia,HGDP01290,-197.101,-179.293,75.5401
East Asia,HGDP01291,-197.113,-177.645,86.2148
East Asia,HGDP01292,-201.119,-183.598,83.7267
East Asia,HGDP01293,-194.236,-181.281,84.1128
East Asia,HGDP01294,-194.174,-179.328,91.3654
East Asia,HGDP01295,-193.221,-179.58,81.8346
East Asia,HGDP01296,-194.414,-177.838,82.4541
C/S Asia,HGDP01297,-87.5197,4.85323,24.5265
C/S Asia,HGDP01298,-79.3832,20.9439,28.2334
C/S Asia,HGDP01299,-100.489,-5.60927,26.6032
C/S Asia,HGDP01300,-90.9745,8.17679,19.0574
C/S Asia,HGDP01301,-94.5932,-9.20228,26.08
C/S Asia,HGDP01302,-124.592,-47.6302,31.607
C/S Asia,HGDP01303,-86.5972,11.6687,27.0314
C/S Asia,HGDP01304,-109.112,-27.5137,34.342
C/S Asia,HGDP01305,-105.359,-26.2574,28.8058
C/S Asia,HGDP01306,-98.9119,-11.8597,28.0473
East Asia,HGDP01307,-192.162,-184.898,94.4429
East Asia,HGDP01308,-191.053,-176.762,97.6706
East Asia,HGDP01309,-191.367,-184.958,96.7043
East Asia,HGDP01310,-188.833,-181.305,101.363
East Asia,HGDP01311,-191.595,-183.832,97.6902
East Asia,HGDP01312,-191.226,-186.471,90.6952
East Asia,HGDP01313,-192.657,-183.144,97.087
East Asia,HGDP01314,-192.513,-185.81,93.2452
East Asia,HGDP01315,-192.388,-183.106,95.963
East Asia,HGDP01316,-193.578,-183.518,94.0269
East Asia,HGDP01317,-192.821,-185.434,94.6248
East Asia,HGDP01318,-189.073,-180.413,87.3741
East Asia,HGDP01320,-188.923,-180.983,92.7407
East Asia,HGDP01321,-187.329,-182.123,89.7529
East Asia,HGDP01322,-187.676,-177.501,95.3606
East Asia,HGDP01323,-187.026,-180.859,95.151
East Asia,HGDP01326,-192.487,-182.475,86.3674
East Asia,HGDP01327,-202.61,-190.621,95.3231
East Asia,HGDP01328,-201.204,-192.905,94.8509
East Asia,HGDP01329,-201.868,-192.698,93.1846
East Asia,HGDP01331,-205.051,-192.536,90.9508
East Asia,HGDP01332,-200.388,-190.383,93.5179
East Asia,HGDP01333,-203.33,-186.061,85.7626
East Asia,HGDP01334,-197.844,-191.675,94.1942
East Asia,HGDP01335,-202.125,-192.203,89.9847
East Asia,HGDP01336,-197.21,-191.171,91.3906
East Asia,HGDP01337,-195.264,-178.212,84.7703
East Asia,HGDP01338,-194.45,-182.559,86.273
East Asia,HGDP01339,-193.395,-182.485,86.1804
East Asia,HGDP01340,-193.459,-178.121,83.6113
East Asia,HGDP01341,-190.72,-178.658,82.1531
East Asia,HGDP01345,-193.44,-181.293,87.5729
East Asia,HGDP01346,-189.697,-181.958,84.0932
East Asia,HGDP01347,-182.574,-161.638,72.9619
East Asia,HGDP01348,-178.335,-155.972,69.8529
East Asia,HGDP01349,-186.678,-166.093,76.5407
East Asia,HGDP01350,-178.068,-149.828,72.4039
East Asia,HGDP01351,-184.061,-157.988,73.8343
East Asia,HGDP01352,-186.778,-164.18,73.0608
East Asia,HGDP01353,-178.399,-146.974,68.2459
East Asia,HGDP01355,-182.305,-166.283,73.4976
East Asia,HGDP01356,-179.286,-156.316,72.1227
Europe,HGDP01358,17.2809,209.95,-4.72213
Europe,HGDP01359,20.6602,209.858,3.02626
Europe,HGDP01360,15.0195,209.481,-3.13314
Europe,HGDP01361,17.7928,208.966,2.85235
Europe,HGDP01362,20.3579,209.072,-2.04321
Europe,HGDP01363,19.1736,212.16,-2.82253
Europe,HGDP01364,19.0693,210.263,-0.390563
Europe,HGDP01366,12.7991,209.223,-1.17057
Europe,HGDP01367,17.4525,207.244,-8.73896
Europe,HGDP01368,15.2217,209.968,1.10307
Europe,HGDP01369,20.3657,209.455,-4.74421
Europe,HGDP01370,12.8967,210.305,-4.6578
Europe,HGDP01371,12.0393,203.171,-0.852248
Europe,HGDP01372,15.0227,210.683,0.69246
Europe,HGDP01373,15.918,210.525,-3.42647
Europe,HGDP01374,15.1117,209.219,-0.989248
Europe,HGDP01375,18.8014,209.728,0.536524
Europe,HGDP01377,19.0385,216.478,-2.92705
Europe,HGDP01378,20.1973,214.406,-3.75465
Europe,HGDP01379,18.6231,210.3,-1.73121
Europe,HGDP01380,20.5466,211.832,2.76898
Europe,HGDP01381,-4.53411,162.916,1.3346
Europe,HGDP01382,10.3608,182.516,-3.00759
Europe,HGDP01383,9.59753,180.173,2.15441
Europe,HGDP01384,-9.0169,151.126,4.85101
Europe,HGDP01385,2.29518,171.854,3.79468
Europe,HGDP01386,8.41331,174.655,-2.75166
Europe,HGDP01387,7.76849,178.327,-1.59955
Europe,HGDP01388,-13.2074,157.799,-5.35961
Europe,HGDP01396,-3.56127,163.519,-0.309422
Europe,HGDP01397,-1.6316,162.808,2.59899
Europe,HGDP01398,9.11705,181.108,6.37103
Europe,HGDP01399,11.3869,178.605,0.179984
Europe,HGDP01400,7.96956,173.196,4.97284
Europe,HGDP01401,5.51703,174.376,2.09454
Europe,HGDP01402,0.957732,179.655,1.44211
Europe,HGDP01403,10.9316,182.19,-3.75006
Europe,HGDP01404,-1.12093,156.75,1.6409
Africa,HGDP01405,453.59,-222.706,-13.7688
Africa,HGDP01406,446.991,-217.536,-14.3708
Africa,HGDP01408,443.743,-216.159,-13.3511
Africa,HGDP01411,422.61,-200.663,-9.74623
Africa,HGDP01412,445.065,-222.083,-12.2517
Africa,HGDP01414,447.265,-222.021,-9.37318
Africa,HGDP01415,395.782,-178.931,-5.52804
Africa,HGDP01416,405.771,-178.052,-3.50517
Africa,HGDP01417,441.352,-217.954,-9.90601
Africa,HGDP01418,447.303,-219.639,-9.89736
Africa,HGDP01419,449.549,-220.652,-10.7408
East Asia,HGDP01024,-201.633,-182.349,89.4503
Europe,HGDP01151,19.514,205.289,2.78044
East Asia,HGDP01330,-203.687,-194.199,95.5606
Europe,HGDP00528,15.4867,193.533,-4.44157
East Asia,HGDP00719,-171.425,-159.845,88.6334
East Asia,HGDP00828,-196.877,-189.372,81.2975
East Asia,HGDP00965,-177.992,-136.819,35.7309
Europe,HGDP00516,15.0565,201.181,-5.06696
Europe,HGDP01365,20.2807,212.211,1.1559
East Asia,HGDP00766,-202.48,-186.739,78.5158
East Asia,HGDP01354,-185.314,-165.784,77.4057
Europe,HGDP00798,12.7869,198.475,-14.4227
East Asia,HGDP01342,-193.472,-183.371,88.6207
East Asia,HGDP01319,-191.281,-176.383,89.5789
Europe,HGDP01357,23.4889,211.389,-2.02393
Oceania,HGDP00549,-67.8033,-101.046,116.395
East Asia,HGDP00953,-125.906,-48.1033,14.1076
Europe,HGDP01070,32.3725,214.447,11.6717
Europe,HGDP01376,20.5899,215.574,-3.58315
Europe,HGDP00671,31.7636,218.718,12.4969
